Generated ID,Course Name,Type,Course Category,Course Sub Category,Section,Student Program
6636ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6636ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6636ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
6636ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section J,BSc-BA
6636ADB,African Music and the Contemporary Art Music Scene,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6646ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6646ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6646ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-CS
6646ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6646ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-CS
6666ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6666ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6666ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6666ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-CS
6666ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-CS
6700ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6700ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6700ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6700ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CS
6700ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-CS
6707ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CE
6707ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
6707ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-CE
6707ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-CE
6707ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section I,BSc-CE
6715ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6715ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6715ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6715ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-CS
6715ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6725ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
6725ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-MIS
6725ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
6725ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-MIS
6725ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-MIS
6725ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-EEE
6725ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6725ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6725ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section A,BSc-EEE
6725ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-EEE
6730ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6730ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6730ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6730ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6730ADB,Internet of Things,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6730ADB,Deep Learning,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6731ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6731ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6731ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6731ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-CS
6731ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6736ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6736ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6736ADB,Web Technologies,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6736ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6736ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-CS
6742ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6742ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6742ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-BA
6742ADB,African Philosophical Thought,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6742ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section H,BSc-BA
6761ADB,Real Estate Development,Do not schedule,Major Courses,Major Electives,Section A,BSc-ECON
6761ADB,Intermediate Microeconomic Theory I,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6761ADB,Intermediate Macroeconomic Theory I,Schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6761ADB,Development Economics,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-ECON
6761ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-ECON
6775ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6775ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6775ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
6775ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section C,BSc-BA
6775ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-BA
6775ADB,Introduction to Sociocultural Anthropology,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6776ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6776ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6776ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6776ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6776ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-BA
6783ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-EEE
6783ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6783ADB,Computer Aided Design and Manufacturing,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6783ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-EEE
6783ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-EEE
6795ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-MIS
6795ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-MIS
6795ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-MIS
6795ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-MIS
6795ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section D,BSc-MIS
6795ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section B,BSc-MIS
6804ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section C,BSc-CS
6804ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6804ADB,Principles of Economics,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CS
6804ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section E,BSc-CS
6804ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section E,BSc-CS
6827ADB,Business Law,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6827ADB,Applied Project I (BA),Schedule,Major Courses,Capstone,Section A,BSc-BA
6827ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6827ADB,Strategic Brand Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6827ADB,Supply Chain Management,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6830ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6830ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6830ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6830ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6830ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6853ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6853ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6853ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6853ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6853ADB,International Finance,Schedule,Major Courses,Major Electives,Section A,BSc-BA
6864ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6864ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6864ADB,Applied Calculus - Part I,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section A,BSc-BA
6864ADB,Statistics,Do not schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-BA
6864ADB,Comparative Politics,Do not schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-BA
6864ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section F,BSc-BA
6865ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6865ADB,Corporate Finance,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6865ADB,Marketing,Do not schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6865ADB,International Trade and Policy,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
6865ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section A,BSc-BA
6874ADB,Intermediate Computer Programming,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6874ADB,Hardware and Systems Fundamentals,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6874ADB,Web Technologies,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6874ADB,Algorithm Design and Analysis,Schedule,Major Courses,Required Major Classes,Section B,BSc-CS
6874ADB,Information and Systems Security,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6915ADB,AC Electrical Machines,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6915ADB,Instrumentation for Engineering,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6915ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6915ADB,Mechanics of Materials,Schedule,Major Courses,Required Major Classes,Section A,BSc-ME
6915ADB,Leadership Seminar IV for Engineers: Leadership as Service,Schedule,Liberal Arts Core Courses,Non-Major Electives,Section A,BSc-ME
6919ADB,Object-Oriented Programming,Schedule,Major Courses,Required Major Classes,Section B,BSc-CE
6919ADB,Discrete Structures and Theory,Schedule,Major Courses,Required Major Classes,Section A,BSc-CE
6919ADB,Statistics for Engineering and Economics,Schedule,Liberal Arts Core Courses,Mathematics & Quantitative,Section B,BSc-CE
6919ADB,Physics: Electromagnetism,Schedule,Liberal Arts Core Courses,Science,Section B,BSc-CE
6919ADB,"Leadership Seminar II: Rights, Ethics and Rule of Law",Do not schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section C,BSc-CE
6938ADB,Finance for Non-finance Managers,Schedule,Liberal Arts Core Courses,Business,Section B,BSc-CS
6938ADB,CSIS Capstone Seminar,Do not schedule,Major Courses,Capstone,Section A,BSc-CS
6938ADB,Operating Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-CS
6938ADB,Machine Learning,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6938ADB,Cloud Computing,Schedule,Major Courses,Major Electives,Section A,BSc-CS
6944ADB,Embedded Systems,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6944ADB,Power Engineering,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6944ADB,Power Systems Analysis,Schedule,Major Courses,Major Electives,Section A,BSc-EEE
6944ADB,System Dynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6944ADB,Thermodynamics,Schedule,Major Courses,Required Major Classes,Section A,BSc-EEE
6944ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section C,BSc-BA
6944ADB,Operations Management,Do not schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6944ADB,Principles of Microeconomics,Schedule,Major Courses,Required Major Classes,Section A,BSc-BA
6944ADB,Leadership Seminar IV: Leadership as Service,Schedule,Liberal Arts Core Courses,Humanities & Social Sciences,Section D,BSc-BA
6953ADB,Financial Accounting,Schedule,Major Courses,Required Major Classes,Section B,BSc-BA
